,x_pixel,y_pixel,cell_type,sub_type_1,sub_type_2,sub_type_3,sub_type_4,sub_type_5
C_1942,21057,15723,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1943,8944,17185,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1944,19286,11228,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1945,8937,9932,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1946,13732,9783,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1947,19790,10357,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1948,12721,7463,tumor,a_others,a_others,a_others,a_others,tumor_8
C_1949,8943,16895,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_1950,9198,19941,fat,a_others,a_others,a_others,a_others,fat
C_1954,15497,7895,fat,a_others,a_others,a_others,a_others,fat
C_1956,12720,6592,immune,a_others,a_others,a_others,a_others,immune_3
C_1957,6166,16172,immune,immune_2,a_others,immune,a_others,immune_2
C_1958,19543,15725,tumor,a_others,a_others,a_others,a_others,tumor_5
C_1961,14741,8911,fat,a_others,a_others,a_others,a_others,fat
C_1963,10959,13121,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_1965,6166,15592,immune,immune_2,a_others,immune,a_others,immune_2
C_1966,18536,19207,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1967,11712,8044,immune,a_others,a_others,a_others,a_others,immune_3
C_1969,14497,18050,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_1970,11973,17472,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1971,15004,20951,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1974,16511,12536,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1975,16260,13552,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1976,14234,6591,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1978,12731,19067,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_1980,10955,8480,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_1982,19039,16595,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_1986,8935,8191,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1987,19034,11373,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_1988,13483,12829,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_1991,9451,20085,fat,a_others,a_others,a_others,a_others,fat
C_1994,6921,13415,immune,immune_2,a_others,immune,a_others,immune_2
C_1996,8938,10802,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1997,16260,13842,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_1998,8180,10368,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_1999,19792,11808,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2000,13742,19936,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2002,19538,9922,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2003,18780,9198,immune,immune_1,a_others,a_others,immune,immune_1
C_2004,5660,14142,fat,a_others,a_others,a_others,a_others,fat
C_2006,7936,19506,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_2008,18531,12824,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2009,21055,13693,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2011,9197,17910,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2013,11207,8624,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2014,14241,13844,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2015,12215,6883,tumor,a_others,a_others,a_others,a_others,tumor_8
C_2016,17769,7458,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2024,12726,13555,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2027,8692,18490,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2028,11215,17038,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2029,18021,7603,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2030,12224,15876,immune,a_others,a_others,a_others,a_others,immune_2
C_2031,16007,13407,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2032,15752,9781,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2038,11465,14571,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2039,17013,9345,immune,immune_1,a_others,a_others,immune,immune_1
C_2041,18277,11519,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2044,13479,8477,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2045,11459,7899,immune,a_others,a_others,a_others,a_others,immune_3
C_2048,19541,13984,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2050,16511,12246,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2056,16761,9200,immune,immune_1,a_others,a_others,immune,immune_1
C_2064,19034,11083,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2067,10199,10076,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2068,15249,12102,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_2073,6670,15301,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2074,18023,9344,immune,immune_1,a_others,a_others,immune,immune_1
C_2077,20553,16594,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2080,19035,12824,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2083,11464,13411,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2086,12221,13265,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2087,11211,12106,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2089,12218,10074,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2091,14748,16744,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2092,18274,7748,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2095,11964,7899,immune,a_others,a_others,a_others,a_others,immune_3
C_2096,11471,21534,fat,a_others,a_others,a_others,a_others,fat
C_2097,8184,14429,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2098,9195,16169,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2102,15506,16889,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2109,19287,11808,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2110,15254,17324,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2111,13986,11088,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_2113,10199,9786,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2114,11207,8044,immune,a_others,a_others,a_others,a_others,immune_3
C_2115,6673,18202,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2116,13227,9493,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2118,7427,15155,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2119,21057,15143,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2121,11212,14137,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2123,15003,19500,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2124,18275,9779,immune,immune_1,a_others,a_others,immune,immune_1
C_2128,15505,16018,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2129,16263,16743,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2130,7422,9643,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2131,14995,10507,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2132,20302,17610,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2135,11460,9350,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2136,8440,18055,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2137,20048,15724,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2139,9704,20810,fat,a_others,a_others,a_others,a_others,fat
C_2140,20806,16739,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2144,11208,9205,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2146,14993,8476,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2149,16001,7025,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2150,18284,19062,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2152,18533,15435,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2153,13478,7317,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2154,13740,17906,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2156,18022,8473,immune,immune_1,a_others,a_others,immune,immune_1
C_2162,9190,10947,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2164,15505,16308,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2166,16764,12971,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2169,18022,8763,immune,immune_1,a_others,a_others,immune,immune_1
C_2171,15246,9491,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2173,15756,14713,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_2175,14751,19355,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2179,13983,7317,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2183,8687,12688,immune,immune_2,a_others,immune,a_others,immune_2
C_2185,8938,10512,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2186,15507,18919,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2187,12226,18777,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2189,13733,10363,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_2192,16509,10215,immune,immune_1,a_others,a_others,immune,immune_1
C_2194,8945,18345,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2195,9946,9351,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2196,15002,18630,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2198,14498,19501,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2202,15004,20661,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2204,20047,14854,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2206,6418,15736,immune,immune_2,a_others,immune,a_others,immune_2
C_2208,20295,10357,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2209,20301,17029,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2210,15509,20950,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2212,21056,14273,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2213,20299,14128,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2214,11968,11960,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2215,14741,8331,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2216,12983,18922,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2217,15251,15003,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_2218,8183,12979,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2221,7683,18781,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_2225,14996,11087,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2226,11215,17328,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2227,15762,21385,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2229,14236,8622,fat,a_others,a_others,a_others,a_others,fat
C_2231,10707,12977,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2232,7684,19652,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_2233,10706,12396,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2234,19792,12388,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2236,15753,11521,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2237,13228,10073,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_2242,14236,8332,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2247,13740,18196,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2249,8437,14864,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2250,20800,10647,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2255,16514,15437,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2256,8944,17765,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2257,15000,16019,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_2258,19285,10068,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2262,14992,7025,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2263,15249,11812,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2264,18780,9778,immune,immune_1,a_others,a_others,immune,immune_1
C_2266,11465,14862,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2268,20805,16159,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2269,9194,15299,immune,immune_2,a_others,immune,a_others,immune_2
C_2271,6670,14721,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2272,14491,11378,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2273,17012,8184,immune,immune_1,a_others,a_others,immune,immune_1
C_2274,14243,16165,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_2276,15003,18920,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2277,20300,15579,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2278,19795,15289,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2279,8938,11092,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2281,19284,8907,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2282,19289,14709,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2284,13480,10218,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_2286,8689,15009,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2287,9451,20666,fat,a_others,a_others,a_others,a_others,fat
C_2288,19291,16740,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2292,16262,16453,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2293,9196,17620,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2298,16001,6734,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2299,10200,10656,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2300,16512,13116,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2301,18787,17031,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2302,14235,6881,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2305,15257,20805,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2309,15507,18049,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2310,20803,14128,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2312,13982,6736,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2316,16767,15872,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2319,16262,15873,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2324,12225,17617,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2328,14498,18630,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2330,11207,7754,immune,a_others,a_others,a_others,a_others,immune_3
C_2333,8942,15734,immune,immune_2,a_others,immune,a_others,immune_2
C_2335,12721,7753,tumor,a_others,a_others,a_others,a_others,tumor_8
C_2338,20044,12243,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2339,9695,10367,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2341,14749,17615,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2346,5914,16317,immune,immune_2,a_others,immune,a_others,immune_2
C_2351,8435,13124,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2353,15246,8911,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2354,14499,19791,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2357,18527,8763,immune,immune_1,a_others,a_others,immune,immune_1
C_2358,11213,15007,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2359,19291,16160,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2360,7932,15155,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2362,10207,19069,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2363,8685,10367,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2367,9693,8626,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2368,18784,13549,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2369,15758,16453,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2370,12216,7463,tumor,a_others,a_others,a_others,a_others,tumor_8
C_2371,12224,16456,immune,a_others,a_others,a_others,a_others,immune_2
C_2372,14489,9637,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2375,19034,11664,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2378,15254,17614,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2381,11459,7319,immune,a_others,a_others,a_others,a_others,immune_3
C_2386,15507,18339,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2391,16516,17758,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2392,16759,7749,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2393,10449,7610,immune,a_others,a_others,a_others,a_others,immune_3
C_2395,13989,14279,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_2396,10452,10221,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2398,15252,15293,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_2400,12476,16021,immune,a_others,a_others,a_others,a_others,immune_2
C_2402,6923,16026,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2406,15506,17469,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2407,17527,18918,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2408,13730,7462,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2411,15753,11812,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2412,16258,11811,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2413,13490,21242,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2414,15244,6880,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2416,15251,14423,tumor,tumor_1,a_others,a_others,a_others,tumor_1
C_2419,15002,17759,necrosis,necrosis_1,necrosis_1,a_others,necrosis,necrosis_2
C_2422,12468,7318,tumor,a_others,a_others,a_others,a_others,tumor_8
C_2424,9696,11527,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2426,19036,13694,necrosis,necrosis_2,necrosis_2,a_others,a_others,necrosis_3
C_2428,8693,19651,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_2430,8179,8627,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2432,17519,10505,immune,immune_1,a_others,a_others,immune,immune_1
C_2433,20551,14273,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2434,6672,17622,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2436,9451,20375,fat,a_others,a_others,a_others,a_others,fat
C_2437,12226,18197,tumor,tumor_6,a_others,a_others,a_others,tumor_7
C_2438,9189,9787,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2442,11964,7608,immune,a_others,a_others,a_others,a_others,immune_3
C_2445,8180,10078,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2448,16761,9780,immune,immune_1,a_others,a_others,immune,immune_1
C_2449,8943,16605,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2450,9442,10222,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2451,9703,20230,fat,a_others,a_others,a_others,a_others,fat
C_2453,18788,17901,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2455,12224,16166,immune,a_others,a_others,a_others,a_others,immune_2
C_2456,15749,6590,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2458,14742,9782,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2459,19796,16740,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2460,9700,16459,tumor,tumor_3,a_others,a_others,a_others,tumor_3
C_2464,14491,11087,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2466,14743,10652,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_2470,10451,9931,fibrous,fibrous,a_others,a_others,a_others,fibrous_2
C_2471,14493,13408,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2472,8940,13703,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2473,13985,10218,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_2475,17265,8619,immune,immune_1,a_others,a_others,immune,immune_1
C_2476,12723,10074,necrosis,a_others,a_others,a_others,a_others,necrosis_1
C_2478,17015,11665,immune,immune_1,a_others,a_others,immune,immune_1
C_2479,16510,11086,immune,immune_1,a_others,a_others,immune,immune_1
C_2480,7179,19072,fibrous,fibrous,a_others,a_others,a_others,fibrous_4
C_2483,11969,13411,tumor,tumor_4,a_others,a_others,a_others,tumor_4
C_2491,7930,13124,tumor,tumor_2,a_others,tumor,a_others,tumor_2
C_2493,9442,10512,tumor,tumor_5,a_others,a_others,a_others,tumor_6
C_2494,20804,14418,fibrous,fibrous,a_others,a_others,a_others,fibrous_3
C_2499,17012,8474,immune,immune_1,a_others,a_others,immune,immune_1
C_2500,15247,9781,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2507,18786,15870,tumor,a_others,a_others,a_others,a_others,tumor_5
C_2511,16512,13697,fibrous,fibrous,a_others,a_others,a_others,fibrous_1
C_2514,11467,16312,immune,a_others,a_others,a_others,a_others,immune_2
C_2516,18780,9488,immune,immune_1,a_others,a_others,immune,immune_1
